Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,971472,584,480.0,563.3420608092796,3.752000629901886,135868.83198842406,1059.3627814285949,3237.1806398267718,1.9460298327268668,480,550,590,620,680,740,800,840,47000,136000,136000
,Aggregated,971472,584,480.0,563.3420608092796,3.752000629901886,135868.83198842406,1059.3627814285949,3237.1806398267718,1.9460298327268668,480,550,590,620,680,740,800,840,47000,136000,136000
