Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,684877,0,14,18.332019226487844,4.261381924152374,1026.661979034543,445.0,2282.736186842681,0.0,14,16,16,17,20,35,76,120,240,290,1000
,Aggregated,684877,0,14,18.332019226487844,4.261381924152374,1026.661979034543,445.0,2282.736186842681,0.0,14,16,16,17,20,35,76,120,240,290,1000
