Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,684313,6,14,18.15129654669904,4.258733242750168,1026.5736430883408,464.9959229183137,2280.859681425505,0.019998389755204172,14,16,17,17,20,33,73,110,230,270,1000
,Aggregated,684313,6,14,18.15129654669904,4.258733242750168,1026.5736430883408,464.9959229183137,2280.859681425505,0.019998389755204172,14,16,17,17,20,33,73,110,230,270,1000
