Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,683715,47,15,24.612518481143447,4.411207512021065,2129.363626241684,537.9630167540569,2278.37378197174,0.15662018202419395,15,16,17,17,21,40,90,170,1100,1200,2100
,Aggregated,683715,47,15,24.612518481143447,4.411207512021065,2129.363626241684,537.9630167540569,2278.37378197174,0.15662018202419395,15,16,17,17,21,40,90,170,1100,1200,2100
