Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,684198,0,15,18.125665096142757,4.259949550032616,1018.5684524476528,465.0,2280.5188815993642,0.0,15,16,17,17,20,32,72,110,230,260,1000
,Aggregated,684198,0,15,18.125665096142757,4.259949550032616,1018.5684524476528,465.0,2280.5188815993642,0.0,15,16,17,17,20,32,72,110,230,260,1000
